latitude,longitude,scientific_name,taxon_family_name
34.14196795,-117.9379592,Chaitophorus,Aphididae
38.6507325,-121.1991779,Aphididae,Aphididae
35.51034442,-108.8368966,Sipha maydis,Aphididae
34.85122903,-120.3097188,Aphis gossypii,Aphididae
38.6507325,-121.1991779,Aphididae,Aphididae
40.27431333,-124.223655,Eriosomatinae,Aphididae
34.25713167,-112.064215,Aphididae,Aphididae
34.06569475,-118.4405379,Aphididae,Aphididae
34.34677039,-119.0607265,Aphididae,Aphididae
34.62549784,-87.80464471,Aphididae,Aphididae
34.62549784,-87.80464471,Aphis spiraecola,Aphididae
35.03430538,-106.5826488,Aphis craccivora,Aphididae
33.33183667,-116.907105,Aphididae,Aphididae
33.39249732,-86.77315896,Vanduzea segmentata,Membracidae
34.011815,-106.9379137,Uroleucon,Aphididae
37.28305025,-121.823232,Japananus hyalinus,Cicadellidae
33.36640015,-118.4711977,Aphis,Aphididae
37.01649652,-121.6846291,Brachycaudus,Aphididae
34.456429,-119.456529,Aphis gossypii,Aphididae
39.35793013,-119.839997,Aphididae,Aphididae
41.60980864,-111.8877552,Chaitophorus populicola,Aphididae
33.39249732,-86.77315896,Vanduzea segmentata,Membracidae
37.15995437,-121.8984164,Aphididae,Aphididae
38.29956907,-120.3486165,Aphididae,Aphididae
39.58148957,-119.9455601,Aphis nerii,Aphididae
33.39249732,-86.77315896,Vanduzea segmentata,Membracidae
33.39249732,-86.77315896,Vanduzea segmentata,Membracidae
36.260425,-112.0222695,Aphididae,Aphididae
35.57789445,-106.0460078,Aphis,Aphididae
33.39249732,-86.77315896,Aphis gossypii,Aphididae
33.5351168,-117.7421149,Aphis sambuci,Aphididae
40.71927072,-111.7187352,Aphididae,Aphididae
36.07341117,-94.15650283,Aphis illinoisensis,Aphididae
34.17861205,-118.4720015,Aphididae,Aphididae
33.3872187,-86.7921226,Aphis cephalanthi,Aphididae
38.6507325,-121.1991779,Aphididae,Aphididae
33.39249732,-86.77315896,Entylia carinata,Membracidae
33.39249732,-86.77315896,Vanduzea segmentata,Membracidae
32.42342649,-110.9191781,Stictopelta marmorata,Membracidae
32.27888147,-111.0225232,Aphididae,Aphididae
37.01728192,-122.072959,Aphididae,Aphididae
33.39249732,-86.77315896,Vanduzea segmentata,Membracidae
33.39249732,-86.77315896,Entylia carinata,Membracidae
36.0884819,-94.1990509,Aphidinae,Aphididae
39.57771667,-119.9272583,Aphididae,Aphididae
32.5379478,-85.5825613,Rhynchomitra,Dictyopharidae
35.99566658,-94.29226935,Aphis,Aphididae
31.41626667,-110.2761389,Antianthe expansa,Membracidae
34.99219333,-106.3571083,Aphididae,Aphididae
34.29599729,-118.3746076,Aphididae,Aphididae
40.946105,-122.0788945,Aphididae,Aphididae
38.04353176,-122.6679404,Aphididae,Aphididae
37.74798611,-122.2430583,Aphididae,Aphididae
40.66274395,-124.1348103,Aphis,Aphididae
37.75290556,-122.2467944,Aphidinae,Aphididae
34.72795833,-86.53724667,Entylia carinata,Membracidae
36.5362767,-121.9447219,Aphis,Aphididae
37.7309582,-119.5590638,Aphididae,Aphididae
40.6810901,-110.9648641,Aphididae,Aphididae
38.0949339,-120.1631228,Aphididae,Aphididae
33.46137833,-117.7152283,Aphididae,Aphididae
32.27910842,-111.0223782,Aphididae,Aphididae
32.27914179,-111.0221501,Chaitophorus,Aphididae
34.32387,-111.0967333,Publilia modesta,Membracidae
33.09909722,-116.596025,Aphis spiraecola,Aphididae
39.05476146,-122.8636127,Membracidae,Membracidae
31.49888611,-110.8455917,Antianthe expansa,Membracidae
32.94005667,-117.2509867,Sipha,Aphididae
34.11384,-118.222555,Aphididae,Aphididae
32.27913011,-111.0221568,Chaitophorus,Aphididae
32.27912857,-111.0221724,Chaitophorus,Aphididae
34.20560375,-118.165788,Aphis farinosa,Aphididae
31.9897,-109.1724278,Vanduzea,Membracidae
37.17174855,-121.8734947,Aphidinae,Aphididae
34.41387222,-117.8587639,Aphididae,Aphididae
33.58910833,-116.5995944,Macrosiphoniella,Aphididae
37.03983186,-122.0496661,Cochlorhinina,Cicadellidae
34.01560348,-119.3636855,Aphididae,Aphididae
33.0057132,-117.2616121,Aphididae,Aphididae
33.125608,-86.8422488,Vanduzea segmentata,Membracidae
32.22301865,-88.28406525,Aphis craccivora,Aphididae
33.60789035,-117.7597257,Aphididae,Aphididae
39.35995436,-119.8387605,Aphididae,Aphididae
36.21091167,-106.2518167,Pemphigus obesinymphae,Aphididae
38.73375278,-121.2494417,Chaitophorus populicola,Aphididae
38.29916833,-123.0577017,Membracoidea,
38.79410333,-120.0208583,Aphidinae,Aphididae
34.83900512,-107.9127859,Publilia modesta,Membracidae
37.70305333,-121.0303195,Aphis gossypii,Aphididae
38.08714717,-119.1843333,Aphidinae,Aphididae
36.66115833,-121.7710944,Aphis frangulae,Aphididae
37.8457665,-119.1424462,Aphididae,Aphididae
34.15259053,-118.3090406,Aphis gossypii,Aphididae
35.11836111,-106.5469944,Aphis nerii,Aphididae
37.12195983,-118.2558608,Aphis,Aphididae
34.51328436,-118.4903243,Chaitophorus populicola,Aphididae
34.00777548,-117.3127593,Chaitophorus,Aphididae
37.27986111,-121.8120028,Aphididae,Aphididae
31.835829,-109.3381501,Ashmeadea carinata,Membracidae
38.259884,-121.805625,Tuberolachnus salignus,Aphididae
34.17778376,-118.4733787,Chaitophorus populicola,Aphididae
38.258429,-121.808738,Aphis neogillettei,Aphididae
35.77679667,-106.269295,Aphis asclepiadis,Aphididae
32.73511187,-117.141797,Aphis,Aphididae
40.78431944,-111.1380306,Chaitophorus populicola,Aphididae
34.86148286,-106.7136547,Membracoidea,Membracidae
35.29359917,-120.8098235,Aphis fabae,Aphididae
33.37418919,-86.69946669,Hysteroneura setariae,Aphididae
34.2363903,-119.1722431,Antianthe expansa,Membracidae
35.80538376,-106.1403056,Aphis,Aphididae
39.46456347,-121.8859217,Aphidini,Aphididae
38.78966012,-119.9489249,Aphididae,Aphididae
38.56519332,-121.3889601,Aphididae,Aphididae
33.81577427,-85.72420373,Aphis gossypii,Aphididae
33.89858056,-117.5072361,Aphidini,Aphididae
37.73345816,-122.4200934,Aphididae,Aphididae
32.413634,-86.2195891,Prociphilus tessellatus,Aphididae
37.667255,-121.749655,Chaitophorus populicola,Aphididae
34.14407724,-118.4063323,Aphididae,Aphididae
34.8317008,-87.58833233,Toxoptera,Aphididae
34.83119166,-87.58257162,Aphis craccivora,Aphididae
37.20483333,-121.9776306,Aphis craccivora,Aphididae
35.67029797,-106.0767394,Publilia modesta,Membracidae
34.15463534,-118.2919333,Aphis,Aphididae
34.15486817,-118.293223,Aphididae,Aphididae
31.7959737,-85.9620517,Chaitophorus populicola,Aphididae
39.35836167,-119.83995,Aphididae,Aphididae
34.68259033,-92.58516133,Aphididae,Aphididae
37.3628958,-121.9680216,Aphididae,Aphididae
37.3626,-121.9678639,Aphididae,Aphididae
35.1399,-106.6802528,Aphididae,Aphididae
37.35014404,-121.967886,Chaitophorus populicola,Aphididae
32.98528553,-116.5710464,Aphis,Aphididae
37.36282833,-121.9681167,Sipha maydis,Aphididae
38.57142833,-121.7501667,Chaitophorus populicola,Aphididae
33.39249732,-86.77315896,Aphis spiraecola,Aphididae
34.0811332,-118.5660508,Aphididae,Aphididae
34.04102849,-118.5319719,Aphididae,Aphididae
37.67208833,-121.9101867,Sipha maydis,Aphididae
34.28178228,-118.5278562,Aphididae,Aphididae
32.93721167,-117.1478725,Aphididae,Aphididae
39.0997265,-94.5785667,Aphididae,Aphididae
34.21882648,-118.642137,Aphis coreopsidis,Aphididae
33.89829722,-117.5073944,Aphis gossypii,Aphididae
35.9601854,-90.186439,Aphis nerii,Aphididae
34.15488778,-118.2931805,Aphididae,Aphididae
34.13841389,-118.1257333,Aphididae,Aphididae
34.53425991,-118.5309321,Aphididae,Aphididae
33.66379167,-117.8411117,Aphis sambuci,Aphididae
37.32956667,-121.936355,Aphididae,Aphididae
33.89843611,-117.5073389,Aphis gossypii,Aphididae
37.66716167,-121.7492967,Aphididae,Aphididae
31.52638708,-110.7732682,Antianthe expansa,Membracidae
34.76324167,-111.89103,Antianthe expansa,Membracidae
43.64684244,-79.46281402,Aphis asclepiadis,Aphididae
34.42021667,-119.6026617,Aphis,Aphididae
34.14756667,-118.1654278,Aphididae,Aphididae
33.39249732,-86.77315896,Aphis,Aphididae
38.60480556,-109.5283278,Aphis fabae,Aphididae
38.25638667,-122.2805333,Aphis fabae,Aphididae
37.91080178,-122.2362984,Aphididae,Aphididae
36.14183,-114.791247,Aphis nerii,Aphididae
34.46531622,-105.0737221,Aphidinae,Aphididae
40.48982687,-109.0706384,Aphis chrysothamni,Aphididae
34.00742446,-117.3065079,Chaitophorus,Aphididae
34.76324846,-111.8946954,Aphididae,Aphididae
35.73167,-106.1017731,Lachninae,Aphididae
32.17658625,-110.488661,Aphis sambuci,Aphididae
